TOT,Latent Space,Jump,Components Slow,Mixtures Slow,Components Fast,Mixtures Fast,Covariance,Mean Accuracy,Standard Deviation,Max Accuracy,Min Accuracy,True Positives,False Positives,True Negatives,False Negatives,Precision,Recall,F1 Score
3,True,1s,1,2,1,4,diag,0.4569135802469136,0.0341462377727239,0.5432098765432098,0.382716049382716,30.0,3.0,14.0,34.0,0.9090909090909092,0.46875,0.6185567010309279
3,True,1s,1,2,1,4,spherical,0.4761728395061728,0.033413483885249,0.5679012345679012,0.382716049382716,29.0,4.0,17.0,31.0,0.8787878787878788,0.4833333333333333,0.6236559139784946
3,True,1s,1,2,2,1,full,0.4758024691358025,0.0481139479675703,0.6172839506172839,0.3580246913580246,13.0,20.0,37.0,11.0,0.3939393939393939,0.5416666666666666,0.4561403508771929
3,True,1s,1,2,2,1,diag,0.4766666666666667,0.0475234882845194,0.5802469135802469,0.3580246913580246,14.0,19.0,33.0,15.0,0.4242424242424242,0.4827586206896552,0.4516129032258064
3,True,1s,1,2,2,1,spherical,0.5407407407407406,0.0470433552673028,0.6419753086419753,0.3580246913580246,20.0,13.0,32.0,16.0,0.6060606060606061,0.5555555555555556,0.5797101449275361
3,True,1s,1,2,2,2,full,0.4501234567901234,0.0419542430800734,0.5802469135802469,0.345679012345679,30.0,3.0,17.0,31.0,0.9090909090909092,0.4918032786885246,0.6382978723404255
3,True,1s,1,2,2,2,diag,0.4527160493827161,0.0330834253297639,0.5432098765432098,0.382716049382716,32.0,1.0,12.0,36.0,0.9696969696969696,0.4705882352941176,0.6336633663366337
3,True,1s,1,2,2,2,spherical,0.4606172839506173,0.0364435996422544,0.5679012345679012,0.382716049382716,29.0,4.0,17.0,31.0,0.8787878787878788,0.4833333333333333,0.6236559139784946
3,True,1s,1,2,2,3,full,0.4477777777777777,0.035475518627455,0.5185185185185185,0.382716049382716,31.0,2.0,11.0,37.0,0.9393939393939394,0.4558823529411764,0.6138613861386139
3,True,1s,1,2,2,3,diag,0.45679012345679,0.0278804686188548,0.5308641975308642,0.4074074074074074,32.0,1.0,11.0,37.0,0.9696969696969696,0.463768115942029,0.6274509803921569
3,True,1s,1,2,2,3,spherical,0.4306172839506172,0.0263793391138505,0.5185185185185185,0.3703703703703703,30.0,3.0,12.0,36.0,0.9090909090909092,0.4545454545454545,0.6060606060606061
3,True,1s,1,2,2,4,full,,,,,,,,,,,
3,True,1s,1,2,2,4,diag,0.4480246913580247,0.0258549881951423,0.5308641975308642,0.3703703703703703,33.0,0.0,10.0,38.0,1.0,0.4647887323943662,0.6346153846153846
3,True,1s,1,2,2,4,spherical,0.4193827160493827,0.0241581311890084,0.4814814814814814,0.3703703703703703,32.0,1.0,7.0,41.0,0.9696969696969696,0.4383561643835616,0.6037735849056604
3,True,1s,1,2,3,1,full,0.4540740740740741,0.0417780404509735,0.5555555555555556,0.3580246913580246,27.0,6.0,18.0,30.0,0.8181818181818182,0.4736842105263157,0.6
3,True,1s,1,2,3,1,diag,0.4819753086419753,0.0403429891664199,0.5802469135802469,0.3580246913580246,28.0,5.0,19.0,29.0,0.8484848484848485,0.4912280701754385,0.6222222222222222
3,True,1s,1,2,3,1,spherical,0.4658024691358026,0.0499002205137007,0.5679012345679012,0.345679012345679,23.0,10.0,23.0,25.0,0.696969696969697,0.4791666666666667,0.5679012345679013
3,True,1s,1,2,3,2,full,,,,,,,,,,,
3,True,1s,1,2,3,2,diag,0.4460493827160492,0.0250987988316016,0.4938271604938271,0.382716049382716,30.0,3.0,10.0,38.0,0.9090909090909092,0.4411764705882353,0.5940594059405941
3,True,1s,1,2,3,2,spherical,0.4265432098765431,0.0256822766206354,0.4814814814814814,0.3703703703703703,30.0,3.0,9.0,39.0,0.9090909090909092,0.4347826086956521,0.5882352941176471
3,True,1s,1,2,3,3,full,,,,,,,,,,,
3,True,1s,1,2,3,3,diag,0.4427160493827161,0.0229656177942294,0.5185185185185185,0.3950617283950617,30.0,3.0,12.0,36.0,0.9090909090909092,0.4545454545454545,0.6060606060606061
3,True,1s,1,2,3,3,spherical,0.4124691358024692,0.0205172408272392,0.4567901234567901,0.3703703703703703,32.0,1.0,5.0,43.0,0.9696969696969696,0.4266666666666667,0.5925925925925927
3,True,1s,1,2,3,4,full,,,,,,,,,,,
3,True,1s,1,2,3,4,diag,0.4458024691358025,0.0205765843571606,0.4938271604938271,0.3950617283950617,33.0,0.0,7.0,41.0,1.0,0.4459459459459459,0.616822429906542
3,True,1s,1,2,3,4,spherical,0.4167901234567902,0.0233016310862301,0.4691358024691358,0.345679012345679,33.0,0.0,5.0,43.0,1.0,0.4342105263157895,0.6055045871559633
3,True,1s,1,2,4,1,full,0.4504938271604938,0.0388249523405934,0.5432098765432098,0.3580246913580246,29.0,4.0,15.0,33.0,0.8787878787878788,0.4677419354838709,0.6105263157894737
3,True,1s,1,2,4,1,diag,0.458641975308642,0.0427087341199256,0.5679012345679012,0.3703703703703703,30.0,3.0,16.0,32.0,0.9090909090909092,0.4838709677419355,0.631578947368421
3,True,1s,1,2,4,1,spherical,0.4638271604938271,0.0341801444415261,0.5432098765432098,0.3703703703703703,31.0,2.0,13.0,35.0,0.9393939393939394,0.4696969696969697,0.6262626262626263
3,True,1s,1,2,4,2,full,,,,,,,,,,,
3,True,1s,1,2,4,2,diag,0.441358024691358,0.0271253982008886,0.5185185185185185,0.382716049382716,33.0,0.0,9.0,39.0,1.0,0.4583333333333333,0.6285714285714286
3,True,1s,1,2,4,2,spherical,0.4155555555555555,0.0220997999619907,0.4691358024691358,0.3580246913580246,33.0,0.0,5.0,43.0,1.0,0.4342105263157895,0.6055045871559633
3,True,1s,1,2,4,3,full,,,,,,,,,,,
3,True,1s,1,2,4,3,diag,0.4438271604938271,0.0248375302947292,0.5061728395061729,0.382716049382716,32.0,1.0,9.0,39.0,0.9696969696969696,0.4507042253521127,0.6153846153846154
3,True,1s,1,2,4,3,spherical,0.4144444444444444,0.0199263236761745,0.4691358024691358,0.3703703703703703,31.0,2.0,7.0,41.0,0.9393939393939394,0.4305555555555556,0.5904761904761905
3,True,1s,1,2,4,4,full,,,,,,,,,,,
3,True,1s,1,2,4,4,diag,0.4427160493827161,0.0223603389603327,0.4938271604938271,0.345679012345679,33.0,0.0,7.0,41.0,1.0,0.4459459459459459,0.616822429906542
3,True,1s,1,2,4,4,spherical,0.4116049382716049,0.0209673104014732,0.4567901234567901,0.3580246913580246,33.0,0.0,4.0,44.0,1.0,0.4285714285714285,0.6
3,True,1s,1,3,1,1,full,0.5832098765432099,0.019915994893902,0.6419753086419753,0.5308641975308642,4.0,29.0,48.0,0.0,0.1212121212121212,1.0,0.2162162162162162
3,True,1s,1,3,1,1,diag,0.532962962962963,0.0358260884202022,0.6172839506172839,0.4567901234567901,3.0,30.0,47.0,1.0,0.0909090909090909,0.75,0.1621621621621621
3,True,1s,1,3,1,1,spherical,0.5498765432098764,0.0371364919820411,0.6172839506172839,0.4320987654320987,6.0,27.0,44.0,4.0,0.1818181818181818,0.6,0.2790697674418604
3,True,1s,1,3,1,2,full,0.5388888888888889,0.0450701835463501,0.6419753086419753,0.4320987654320987,7.0,26.0,45.0,3.0,0.2121212121212121,0.7,0.3255813953488372
3,True,1s,1,3,1,2,diag,0.5211111111111111,0.0420223048458462,0.6296296296296297,0.4320987654320987,6.0,27.0,45.0,3.0,0.1818181818181818,0.6666666666666666,0.2857142857142857
3,True,1s,1,3,1,2,spherical,0.557037037037037,0.0383026556635364,0.6666666666666666,0.4320987654320987,14.0,19.0,40.0,8.0,0.4242424242424242,0.6363636363636364,0.5090909090909091
3,True,1s,1,3,1,3,full,0.468395061728395,0.0531529872619562,0.5925925925925926,0.3580246913580246,19.0,14.0,29.0,19.0,0.5757575757575758,0.5,0.5352112676056339
3,True,1s,1,3,1,3,diag,0.4904938271604938,0.0487257222286781,0.6049382716049383,0.3580246913580246,24.0,9.0,25.0,23.0,0.7272727272727273,0.5106382978723404,0.5999999999999999
3,True,1s,1,3,1,3,spherical,0.5088888888888888,0.0441892536562722,0.6296296296296297,0.382716049382716,20.0,13.0,31.0,17.0,0.6060606060606061,0.5405405405405406,0.5714285714285714
3,True,1s,1,3,1,4,full,0.4714814814814816,0.0490636296052188,0.5802469135802469,0.345679012345679,21.0,12.0,26.0,22.0,0.6363636363636364,0.4883720930232558,0.5526315789473685
3,True,1s,1,3,1,4,diag,0.457037037037037,0.0456950255549041,0.5555555555555556,0.3209876543209876,30.0,3.0,15.0,33.0,0.9090909090909092,0.4761904761904761,0.6249999999999999
3,True,1s,1,3,1,4,spherical,0.485925925925926,0.0450412603607844,0.5802469135802469,0.3950617283950617,25.0,8.0,22.0,26.0,0.7575757575757576,0.4901960784313725,0.5952380952380952
3,True,1s,1,3,2,1,full,0.5285185185185185,0.0393009717065197,0.6172839506172839,0.419753086419753,11.0,22.0,39.0,9.0,0.3333333333333333,0.55,0.4150943396226416
3,True,1s,1,3,2,1,diag,0.5232098765432098,0.0486920842356883,0.6172839506172839,0.3950617283950617,13.0,20.0,37.0,11.0,0.3939393939393939,0.5416666666666666,0.4561403508771929
3,True,1s,1,3,2,1,spherical,0.5580246913580247,0.0464236930295386,0.654320987654321,0.4320987654320987,9.0,24.0,44.0,4.0,0.2727272727272727,0.6923076923076923,0.391304347826087
3,True,1s,1,3,2,2,full,0.4608641975308641,0.0443433349211362,0.5802469135802469,0.3703703703703703,19.0,14.0,28.0,20.0,0.5757575757575758,0.4871794871794871,0.5277777777777778
3,True,1s,1,3,2,2,diag,0.468395061728395,0.0446435867730564,0.5555555555555556,0.3580246913580246,31.0,2.0,14.0,34.0,0.9393939393939394,0.4769230769230769,0.6326530612244897
3,True,1s,1,3,2,2,spherical,0.4702469135802469,0.0454647963389517,0.5925925925925926,0.3086419753086419,24.0,9.0,24.0,24.0,0.7272727272727273,0.5,0.5925925925925926
3,True,1s,1,3,2,3,full,,,,,,,,,,,
3,True,1s,1,3,2,3,diag,0.455925925925926,0.0298477057031441,0.5185185185185185,0.345679012345679,30.0,3.0,12.0,36.0,0.9090909090909092,0.4545454545454545,0.6060606060606061
3,True,1s,1,3,2,3,spherical,0.4466666666666667,0.0368877650348578,0.5308641975308642,0.3580246913580246,28.0,5.0,15.0,33.0,0.8484848484848485,0.4590163934426229,0.5957446808510639
3,True,1s,1,3,2,4,full,,,,,,,,,,,
3,True,1s,1,3,2,4,diag,0.4455555555555556,0.0273336232935427,0.5185185185185185,0.382716049382716,31.0,2.0,11.0,37.0,0.9393939393939394,0.4558823529411764,0.6138613861386139
3,True,1s,1,3,2,4,spherical,0.4404938271604938,0.0328905201093268,0.5185185185185185,0.3703703703703703,31.0,2.0,11.0,37.0,0.9393939393939394,0.4558823529411764,0.6138613861386139
3,True,1s,1,3,3,1,full,0.4648148148148149,0.0498855571857156,0.6172839506172839,0.3333333333333333,26.0,7.0,24.0,24.0,0.7878787878787878,0.52,0.6265060240963856
3,True,1s,1,3,3,1,diag,0.4976543209876543,0.0504119593497502,0.6049382716049383,0.345679012345679,25.0,8.0,24.0,24.0,0.7575757575757576,0.5102040816326531,0.6097560975609756
