Feature Type,Window Size,Step Size,Components Slow,Mixtures Slow,Components Fast,Mixtures Fast,Covariance Type,Mean Accuracy,Standard Deviation,Max Accuracy,Min Accuracy,True Positives,False Positives,True Negatives,False Negatives,Precision,Recall,F1 Score
Relevant Features,500ms,100ms,4,4,4,2,full,,,,,,,,,,,
Relevant Features,500ms,100ms,4,4,4,2,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,4,4,4,2,spherical,0.5168229166666667,0.0335754148930889,0.59375,0.4322916666666667,43.0,53.0,71.0,25.0,0.4479166666666667,0.6323529411764706,0.524390243902439
Relevant Features,500ms,100ms,4,4,4,3,full,,,,,,,,,,,
Relevant Features,500ms,100ms,4,4,4,3,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,4,4,4,3,spherical,0.5198958333333333,0.0379700002651947,0.6041666666666666,0.4114583333333333,51.0,45.0,65.0,31.0,0.53125,0.6219512195121951,0.5730337078651685
Relevant Features,500ms,100ms,4,4,4,4,full,,,,,,,,,,,
Relevant Features,500ms,100ms,4,4,4,4,diag,,,,,,,,,,,
Relevant Features,500ms,100ms,4,4,4,4,spherical,0.5129166666666667,0.0327378449665758,0.59375,0.4322916666666667,51.0,45.0,63.0,33.0,0.53125,0.6071428571428571,0.5666666666666667
Relevant Features,100ms,100ms,1,1,1,1,full,0.6773958333333333,0.0262576460425233,0.7395833333333334,0.6197916666666666,67.0,29.0,75.0,21.0,0.6979166666666666,0.7613636363636364,0.7282608695652174
Relevant Features,100ms,100ms,1,1,1,1,diag,0.6872395833333332,0.0305776188888167,0.7552083333333334,0.609375,65.0,31.0,80.0,16.0,0.6770833333333334,0.8024691358024691,0.7344632768361582
Relevant Features,100ms,100ms,1,1,1,1,spherical,0.53671875,0.0315383829064549,0.625,0.4583333333333333,52.0,44.0,68.0,28.0,0.5416666666666666,0.65,0.5909090909090908
Relevant Features,100ms,100ms,1,1,1,2,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,1,2,diag,0.5,0.0,0.5,0.5,96.0,0.0,0.0,96.0,1.0,0.5,0.6666666666666666
Relevant Features,100ms,100ms,1,1,1,2,spherical,0.4781250000000001,0.0250650196156582,0.5572916666666666,0.4166666666666667,76.0,20.0,31.0,65.0,0.7916666666666666,0.5390070921985816,0.6413502109704642
Relevant Features,100ms,100ms,1,1,1,3,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,1,3,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,1,3,spherical,0.4894270833333333,0.0167875660574111,0.5260416666666666,0.453125,90.0,6.0,11.0,85.0,0.9375,0.5142857142857142,0.6642066420664207
Relevant Features,100ms,100ms,1,1,1,4,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,1,4,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,1,4,spherical,0.4941145833333334,0.0145396481108553,0.53125,0.4583333333333333,93.0,3.0,9.0,87.0,0.96875,0.5166666666666667,0.673913043478261
Relevant Features,100ms,100ms,1,1,2,1,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,2,1,diag,0.5,0.0,0.5,0.5,96.0,0.0,0.0,96.0,1.0,0.5,0.6666666666666666
Relevant Features,100ms,100ms,1,1,2,1,spherical,0.4857812499999999,0.024148419386249,0.5364583333333334,0.4270833333333333,80.0,16.0,23.0,73.0,0.8333333333333334,0.5228758169934641,0.642570281124498
Relevant Features,100ms,100ms,1,1,2,2,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,2,2,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,2,2,spherical,0.4992708333333333,0.0121259127663308,0.5260416666666666,0.46875,95.0,1.0,6.0,90.0,0.9895833333333334,0.5135135135135135,0.6761565836298932
Relevant Features,100ms,100ms,1,1,2,3,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,2,3,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,2,3,spherical,0.4975,0.0117038099209901,0.5208333333333334,0.4739583333333333,95.0,1.0,5.0,91.0,0.9895833333333334,0.510752688172043,0.6737588652482269
Relevant Features,100ms,100ms,1,1,2,4,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,2,4,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,2,4,spherical,0.5000520833333333,0.0103249871788325,0.5208333333333334,0.4739583333333333,95.0,1.0,5.0,91.0,0.9895833333333334,0.510752688172043,0.6737588652482269
Relevant Features,100ms,100ms,1,1,3,1,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,3,1,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,3,1,spherical,0.4947916666666666,0.0138780339525773,0.5260416666666666,0.46875,92.0,4.0,9.0,87.0,0.9583333333333334,0.5139664804469274,0.6690909090909091
Relevant Features,100ms,100ms,1,1,3,2,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,3,2,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,3,2,spherical,0.499375,0.0113221068784333,0.53125,0.46875,96.0,0.0,6.0,90.0,1.0,0.5161290322580645,0.6808510638297872
Relevant Features,100ms,100ms,1,1,3,3,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,3,3,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,3,3,spherical,0.4992708333333333,0.0098551796519506,0.5260416666666666,0.46875,96.0,0.0,5.0,91.0,1.0,0.5133689839572193,0.6784452296819788
Relevant Features,100ms,100ms,1,1,3,4,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,3,4,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,3,4,spherical,0.4991666666666666,0.0071686043892021,0.515625,0.4739583333333333,96.0,0.0,3.0,93.0,1.0,0.5079365079365079,0.6736842105263158
Relevant Features,100ms,100ms,1,1,4,1,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,4,1,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,4,1,spherical,0.49921875,0.0105041895990097,0.5208333333333334,0.46875,94.0,2.0,6.0,90.0,0.9791666666666666,0.5108695652173914,0.6714285714285714
Relevant Features,100ms,100ms,1,1,4,2,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,4,2,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,4,2,spherical,0.50140625,0.0088036241254982,0.5208333333333334,0.4791666666666667,94.0,2.0,6.0,90.0,0.9791666666666666,0.5108695652173914,0.6714285714285714
Relevant Features,100ms,100ms,1,1,4,3,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,4,3,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,4,3,spherical,0.5009374999999999,0.0073428264785737,0.53125,0.4895833333333333,96.0,0.0,6.0,90.0,1.0,0.5161290322580645,0.6808510638297872
Relevant Features,100ms,100ms,1,1,4,4,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,4,4,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,1,4,4,spherical,0.4986458333333333,0.0076765956991219,0.5208333333333334,0.4791666666666667,96.0,0.0,4.0,92.0,1.0,0.5106382978723404,0.676056338028169
Relevant Features,100ms,100ms,1,2,1,1,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,1,1,diag,0.5132291666666667,0.0084439275929181,0.5364583333333334,0.5,7.0,89.0,96.0,0.0,0.0729166666666666,1.0,0.1359223300970873
Relevant Features,100ms,100ms,1,2,1,1,spherical,0.51015625,0.0238149582246758,0.5625,0.4583333333333333,27.0,69.0,81.0,15.0,0.28125,0.6428571428571429,0.391304347826087
Relevant Features,100ms,100ms,1,2,1,2,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,1,2,diag,0.5034895833333333,0.0146770611544663,0.5885416666666666,0.484375,58.0,38.0,55.0,41.0,0.6041666666666666,0.5858585858585859,0.5948717948717948
Relevant Features,100ms,100ms,1,2,1,2,spherical,0.5038020833333333,0.034664618015889,0.5833333333333334,0.40625,52.0,44.0,60.0,36.0,0.5416666666666666,0.5909090909090909,0.5652173913043478
Relevant Features,100ms,100ms,1,2,1,3,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,1,3,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,1,3,spherical,0.5105208333333333,0.0278339492821067,0.5833333333333334,0.4427083333333333,74.0,22.0,38.0,58.0,0.7708333333333334,0.5606060606060606,0.6491228070175438
Relevant Features,100ms,100ms,1,2,1,4,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,1,4,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,1,4,spherical,0.4919791666666667,0.0291612718224969,0.5677083333333334,0.421875,79.0,17.0,30.0,66.0,0.8229166666666666,0.5448275862068965,0.6556016597510373
Relevant Features,100ms,100ms,1,2,2,1,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,2,1,diag,0.5092708333333333,0.0240214295965313,0.6197916666666666,0.4739583333333333,60.0,36.0,59.0,37.0,0.625,0.6185567010309279,0.6217616580310881
Relevant Features,100ms,100ms,1,2,2,1,spherical,0.50640625,0.0325248219180153,0.5989583333333334,0.4375,77.0,19.0,38.0,58.0,0.8020833333333334,0.5703703703703704,0.6666666666666667
Relevant Features,100ms,100ms,1,2,2,2,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,2,2,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,2,2,spherical,0.5030729166666666,0.0204136769707291,0.5416666666666666,0.4375,83.0,13.0,21.0,75.0,0.8645833333333334,0.5253164556962026,0.6535433070866142
Relevant Features,100ms,100ms,1,2,2,3,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,2,3,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,2,3,spherical,0.4869270833333332,0.0193269874418231,0.5260416666666666,0.4427083333333333,88.0,8.0,13.0,83.0,0.9166666666666666,0.5146198830409356,0.6591760299625469
Relevant Features,100ms,100ms,1,2,2,4,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,2,4,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,2,4,spherical,0.4926041666666667,0.0174176509889313,0.5364583333333334,0.4427083333333333,93.0,3.0,10.0,86.0,0.96875,0.5195530726256983,0.6763636363636364
Relevant Features,100ms,100ms,1,2,3,1,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,3,1,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,3,1,spherical,0.5055208333333333,0.0230679194174507,0.5729166666666666,0.453125,85.0,11.0,25.0,71.0,0.8854166666666666,0.5448717948717948,0.6746031746031745
Relevant Features,100ms,100ms,1,2,3,2,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,3,2,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,3,2,spherical,0.4921354166666667,0.0204322724158716,0.5416666666666666,0.4375,91.0,5.0,13.0,83.0,0.9479166666666666,0.5229885057471264,0.674074074074074
Relevant Features,100ms,100ms,1,2,3,3,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,3,3,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,3,3,spherical,0.4894270833333333,0.0144798223772389,0.53125,0.4583333333333333,93.0,3.0,9.0,87.0,0.96875,0.5166666666666667,0.673913043478261
Relevant Features,100ms,100ms,1,2,3,4,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,3,4,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,3,4,spherical,0.4909895833333333,0.0138947361823241,0.5364583333333334,0.46875,94.0,2.0,9.0,87.0,0.9791666666666666,0.5193370165745856,0.6787003610108302
Relevant Features,100ms,100ms,1,2,4,1,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,4,1,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,4,1,spherical,0.4953645833333333,0.0210650524953522,0.5572916666666666,0.4479166666666667,91.0,5.0,16.0,80.0,0.9479166666666666,0.5321637426900585,0.6816479400749065
Relevant Features,100ms,100ms,1,2,4,2,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,4,2,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,4,2,spherical,0.49203125,0.0141385866010853,0.5260416666666666,0.4583333333333333,93.0,3.0,8.0,88.0,0.96875,0.5138121546961326,0.6714801444043322
Relevant Features,100ms,100ms,1,2,4,3,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,4,3,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,4,3,spherical,0.49046875,0.0129068973472304,0.515625,0.4583333333333333,95.0,1.0,4.0,92.0,0.9895833333333334,0.5080213903743316,0.6713780918727916
Relevant Features,100ms,100ms,1,2,4,4,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,4,4,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,2,4,4,spherical,0.4894270833333333,0.0115633211044785,0.5104166666666666,0.4583333333333333,94.0,2.0,4.0,92.0,0.9791666666666666,0.5053763440860215,0.6666666666666667
Relevant Features,100ms,100ms,1,3,1,1,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,1,1,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,1,1,spherical,0.5125,0.0166991870227931,0.546875,0.4739583333333333,16.0,80.0,89.0,7.0,0.1666666666666666,0.6956521739130435,0.2689075630252101
Relevant Features,100ms,100ms,1,3,1,2,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,1,2,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,1,2,spherical,0.5032812500000001,0.0258603584279265,0.5625,0.4322916666666667,34.0,62.0,74.0,22.0,0.3541666666666667,0.6071428571428571,0.4473684210526316
Relevant Features,100ms,100ms,1,3,1,3,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,1,3,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,1,3,spherical,0.4980729166666666,0.0299979654258001,0.5625,0.4166666666666667,47.0,49.0,61.0,35.0,0.4895833333333333,0.573170731707317,0.5280898876404494
Relevant Features,100ms,100ms,1,3,1,4,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,1,4,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,1,4,spherical,0.4956249999999999,0.0307399345540762,0.5625,0.3854166666666667,68.0,28.0,40.0,56.0,0.7083333333333334,0.5483870967741935,0.6181818181818182
Relevant Features,100ms,100ms,1,3,2,1,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,2,1,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,2,1,spherical,0.5026041666666666,0.0313669685935699,0.5833333333333334,0.3958333333333333,41.0,55.0,71.0,25.0,0.4270833333333333,0.6212121212121212,0.5061728395061728
Relevant Features,100ms,100ms,1,3,2,2,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,2,2,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,2,2,spherical,0.50984375,0.0295445663686188,0.5677083333333334,0.4166666666666667,70.0,26.0,39.0,57.0,0.7291666666666666,0.5511811023622047,0.6278026905829597
Relevant Features,100ms,100ms,1,3,2,3,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,2,3,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,2,3,spherical,0.4877083333333333,0.0252861230882342,0.578125,0.4322916666666667,78.0,18.0,33.0,63.0,0.8125,0.5531914893617021,0.6582278481012658
Relevant Features,100ms,100ms,1,3,2,4,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,2,4,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,2,4,spherical,0.4867708333333332,0.0236210406000196,0.546875,0.4322916666666667,82.0,14.0,23.0,73.0,0.8541666666666666,0.5290322580645161,0.6533864541832669
Relevant Features,100ms,100ms,1,3,3,1,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,3,1,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,3,1,spherical,0.5098437499999999,0.0302073904306867,0.578125,0.4322916666666667,79.0,17.0,32.0,64.0,0.8229166666666666,0.5524475524475524,0.6610878661087866
Relevant Features,100ms,100ms,1,3,3,2,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,3,2,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,3,2,spherical,0.4922916666666666,0.0243678764519557,0.5520833333333334,0.4270833333333333,84.0,12.0,22.0,74.0,0.875,0.5316455696202531,0.6614173228346456
Relevant Features,100ms,100ms,1,3,3,3,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,3,3,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,3,3,spherical,0.4896354166666665,0.0203790975557677,0.5416666666666666,0.4375,92.0,4.0,12.0,84.0,0.9583333333333334,0.5227272727272727,0.6764705882352942
Relevant Features,100ms,100ms,1,3,3,4,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,3,4,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,3,4,spherical,0.4895312500000001,0.018929909438615,0.53125,0.4322916666666667,93.0,3.0,9.0,87.0,0.96875,0.5166666666666667,0.673913043478261
Relevant Features,100ms,100ms,1,3,4,1,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,4,1,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,4,1,spherical,0.5095833333333333,0.0291919533243133,0.5729166666666666,0.4479166666666667,87.0,9.0,23.0,73.0,0.90625,0.54375,0.6796875
Relevant Features,100ms,100ms,1,3,4,2,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,4,2,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,4,2,spherical,0.4934895833333332,0.0196454991797315,0.53125,0.4375,88.0,8.0,14.0,82.0,0.9166666666666666,0.5176470588235295,0.6616541353383459
Relevant Features,100ms,100ms,1,3,4,3,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,4,3,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,4,3,spherical,0.4897916666666666,0.0182354155956052,0.546875,0.4375,94.0,2.0,11.0,85.0,0.9791666666666666,0.5251396648044693,0.6836363636363636
Relevant Features,100ms,100ms,1,3,4,4,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,4,4,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,3,4,4,spherical,0.48796875,0.0136353927934601,0.5208333333333334,0.4479166666666667,92.0,4.0,8.0,88.0,0.9583333333333334,0.5111111111111111,0.6666666666666666
Relevant Features,100ms,100ms,1,4,1,1,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,1,1,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,1,1,spherical,0.5059895833333333,0.0183902850022852,0.546875,0.46875,16.0,80.0,89.0,7.0,0.1666666666666666,0.6956521739130435,0.2689075630252101
Relevant Features,100ms,100ms,1,4,1,2,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,1,2,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,1,2,spherical,0.5075520833333333,0.029640633694282,0.578125,0.4479166666666667,29.0,67.0,82.0,14.0,0.3020833333333333,0.6744186046511628,0.4172661870503596
Relevant Features,100ms,100ms,1,4,1,3,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,1,3,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,1,3,spherical,0.5083333333333333,0.0371000079552252,0.59375,0.4322916666666667,53.0,43.0,61.0,35.0,0.5520833333333334,0.6022727272727273,0.5760869565217391
Relevant Features,100ms,100ms,1,4,1,4,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,1,4,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,1,4,spherical,0.5075,0.0343143404181594,0.609375,0.4270833333333333,65.0,31.0,52.0,44.0,0.6770833333333334,0.5963302752293578,0.6341463414634148
Relevant Features,100ms,100ms,1,4,2,1,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,2,1,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,2,1,spherical,0.5077083333333333,0.0304362807764023,0.578125,0.4427083333333333,38.0,58.0,73.0,23.0,0.3958333333333333,0.6229508196721312,0.4840764331210191
Relevant Features,100ms,100ms,1,4,2,2,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,2,2,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,2,2,spherical,0.5211458333333334,0.0300175368303448,0.5833333333333334,0.4583333333333333,59.0,37.0,53.0,43.0,0.6145833333333334,0.5784313725490197,0.595959595959596
Relevant Features,100ms,100ms,1,4,2,3,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,2,3,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,2,3,spherical,0.5014062499999999,0.0269312134163388,0.5572916666666666,0.4322916666666667,72.0,24.0,35.0,61.0,0.75,0.5413533834586466,0.62882096069869
Relevant Features,100ms,100ms,1,4,2,4,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,2,4,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,2,4,spherical,0.4960937500000001,0.0270870890825366,0.5729166666666666,0.4375,77.0,19.0,33.0,63.0,0.8020833333333334,0.55,0.6525423728813561
Relevant Features,100ms,100ms,1,4,3,1,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,3,1,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,3,1,spherical,0.5195312499999999,0.0321179382505365,0.6145833333333334,0.421875,62.0,34.0,56.0,40.0,0.6458333333333334,0.6078431372549019,0.6262626262626263
Relevant Features,100ms,100ms,1,4,3,2,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,3,2,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,3,2,spherical,0.495,0.0295080468074199,0.5677083333333334,0.4270833333333333,79.0,17.0,30.0,66.0,0.8229166666666666,0.5448275862068965,0.6556016597510373
Relevant Features,100ms,100ms,1,4,3,3,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,3,3,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,3,3,spherical,0.4991145833333333,0.0211698729321948,0.5520833333333334,0.4479166666666667,83.0,13.0,23.0,73.0,0.8645833333333334,0.532051282051282,0.6587301587301587
Relevant Features,100ms,100ms,1,4,3,4,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,3,4,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,3,4,spherical,0.4959375,0.0215951845680415,0.5572916666666666,0.4375,88.0,8.0,19.0,77.0,0.9166666666666666,0.5333333333333333,0.6743295019157088
Relevant Features,100ms,100ms,1,4,4,1,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,4,1,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,4,1,spherical,0.520625,0.028611911733674,0.578125,0.4322916666666667,73.0,23.0,38.0,58.0,0.7604166666666666,0.5572519083969466,0.6431718061674009
Relevant Features,100ms,100ms,1,4,4,2,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,4,2,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,4,2,spherical,0.5016666666666666,0.0254716788534071,0.5572916666666666,0.4427083333333333,89.0,7.0,18.0,78.0,0.9270833333333334,0.5329341317365269,0.6768060836501901
Relevant Features,100ms,100ms,1,4,4,3,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,4,3,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,4,3,spherical,0.4965625000000001,0.0193931926236731,0.5416666666666666,0.4427083333333333,87.0,9.0,17.0,79.0,0.90625,0.5240963855421686,0.6641221374045803
Relevant Features,100ms,100ms,1,4,4,4,full,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,4,4,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,1,4,4,4,spherical,0.4952083333333333,0.0185709039150554,0.5416666666666666,0.4583333333333333,90.0,6.0,14.0,82.0,0.9375,0.5232558139534884,0.6716417910447762
Relevant Features,100ms,100ms,2,1,1,1,full,,,,,,,,,,,
Relevant Features,100ms,100ms,2,1,1,1,diag,0.5109374999999999,0.0082515518321639,0.5260416666666666,0.5,5.0,91.0,96.0,0.0,0.0520833333333333,1.0,0.099009900990099
Relevant Features,100ms,100ms,2,1,1,1,spherical,0.5032812499999999,0.0206062493681124,0.5572916666666666,0.4479166666666667,28.0,68.0,79.0,17.0,0.2916666666666667,0.6222222222222222,0.3971631205673758
Relevant Features,100ms,100ms,2,1,1,2,full,,,,,,,,,,,
Relevant Features,100ms,100ms,2,1,1,2,diag,0.5050520833333333,0.016608867877959,0.5989583333333334,0.4791666666666667,55.0,41.0,60.0,36.0,0.5729166666666666,0.6043956043956044,0.588235294117647
Relevant Features,100ms,100ms,2,1,1,2,spherical,0.5055208333333333,0.0333806630131045,0.5833333333333334,0.3645833333333333,28.0,68.0,84.0,12.0,0.2916666666666667,0.7,0.4117647058823529
Relevant Features,100ms,100ms,2,1,1,3,full,,,,,,,,,,,
Relevant Features,100ms,100ms,2,1,1,3,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,2,1,1,3,spherical,0.51125,0.0278606402973402,0.5572916666666666,0.4166666666666667,66.0,30.0,41.0,55.0,0.6875,0.5454545454545454,0.6082949308755761
Relevant Features,100ms,100ms,2,1,1,4,full,,,,,,,,,,,
Relevant Features,100ms,100ms,2,1,1,4,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,2,1,1,4,spherical,0.5016145833333333,0.0317212300617732,0.578125,0.421875,73.0,23.0,38.0,58.0,0.7604166666666666,0.5572519083969466,0.6431718061674009
Relevant Features,100ms,100ms,2,1,2,1,full,,,,,,,,,,,
Relevant Features,100ms,100ms,2,1,2,1,diag,0.5050520833333334,0.0185237360633068,0.6041666666666666,0.453125,56.0,40.0,60.0,36.0,0.5833333333333334,0.6086956521739131,0.5957446808510638
Relevant Features,100ms,100ms,2,1,2,1,spherical,0.5015104166666666,0.0297221563067155,0.5885416666666666,0.4270833333333333,60.0,36.0,53.0,43.0,0.625,0.5825242718446602,0.6030150753768844
Relevant Features,100ms,100ms,2,1,2,2,full,,,,,,,,,,,
Relevant Features,100ms,100ms,2,1,2,2,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,2,1,2,2,spherical,0.5006770833333333,0.0299979654258001,0.5885416666666666,0.421875,85.0,11.0,28.0,68.0,0.8854166666666666,0.5555555555555556,0.6827309236947791
Relevant Features,100ms,100ms,2,1,2,3,full,,,,,,,,,,,
Relevant Features,100ms,100ms,2,1,2,3,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,2,1,2,3,spherical,0.48765625,0.0224461039484645,0.546875,0.4375,89.0,7.0,16.0,80.0,0.9270833333333334,0.5266272189349113,0.6716981132075472
Relevant Features,100ms,100ms,2,1,2,4,full,,,,,,,,,,,
Relevant Features,100ms,100ms,2,1,2,4,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,2,1,2,4,spherical,0.4880208333333333,0.0197573716024902,0.5364583333333334,0.4375,86.0,10.0,17.0,79.0,0.8958333333333334,0.5212121212121212,0.6590038314176246
Relevant Features,100ms,100ms,2,1,3,1,full,,,,,,,,,,,
Relevant Features,100ms,100ms,2,1,3,1,diag,,,,,,,,,,,
Relevant Features,100ms,100ms,2,1,3,1,spherical,0.5080208333333334,0.0248194434729217,0.5572916666666666,0.4375,77.0,19.0,30.0,66.0,0.8020833333333334,0.5384615384615384,0.6443514644351465
Relevant Features,100ms,100ms,2,1,3,2,full,,,,,,,,,,,
Relevant Features,100ms,100ms,2,1,3,2,diag,,,,,,,,,,,
