Feature Type,Window Size,Step Size,Components Slow,Mixtures Slow,Components Fast,Mixtures Fast,Covariance Type,Mean Accuracy,Standard Deviation,Max Accuracy,Min Accuracy,True Positives,False Positives,True Negatives,False Negatives,Precision,Recall,F1 Score
Relevant Features,1s,1s,3,3,4,4,full,,,,,,,,,,,
Relevant Features,1s,1s,3,3,4,4,diag,,,,,,,,,,,
Relevant Features,1s,1s,3,3,4,4,spherical,,,,,,,,,,,
Relevant Features,1s,1s,3,4,1,1,full,,,,,,,,,,,
Relevant Features,1s,1s,3,4,1,1,diag,,,,,,,,,,,
Relevant Features,1s,1s,3,4,1,1,spherical,,,,,,,,,,,
Relevant Features,1s,1s,3,4,1,2,full,,,,,,,,,,,
Relevant Features,1s,1s,3,4,1,2,diag,,,,,,,,,,,
Relevant Features,1s,1s,3,4,1,2,spherical,,,,,,,,,,,
Relevant Features,1s,1s,3,4,1,3,full,,,,,,,,,,,
Relevant Features,1s,1s,3,4,1,3,diag,,,,,,,,,,,
Relevant Features,1s,1s,3,4,1,3,spherical,,,,,,,,,,,
Relevant Features,1s,1s,3,4,1,4,full,,,,,,,,,,,
Relevant Features,1s,1s,3,4,1,4,diag,,,,,,,,,,,
Relevant Features,1s,1s,3,4,1,4,spherical,,,,,,,,,,,
Relevant Features,1s,1s,3,4,2,1,full,,,,,,,,,,,
Relevant Features,1s,1s,3,4,2,1,diag,,,,,,,,,,,
Relevant Features,1s,1s,3,4,2,1,spherical,,,,,,,,,,,
Relevant Features,1s,1s,3,4,2,2,full,,,,,,,,,,,
Relevant Features,1s,1s,3,4,2,2,diag,,,,,,,,,,,
Relevant Features,1s,1s,3,4,2,2,spherical,,,,,,,,,,,
Relevant Features,1s,1s,3,4,2,3,full,,,,,,,,,,,
Relevant Features,1s,1s,3,4,2,3,diag,,,,,,,,,,,
Relevant Features,1s,1s,3,4,2,3,spherical,,,,,,,,,,,
Relevant Features,1s,1s,3,4,2,4,full,,,,,,,,,,,
Relevant Features,1s,1s,3,4,2,4,diag,,,,,,,,,,,
Relevant Features,1s,1s,3,4,2,4,spherical,,,,,,,,,,,
Relevant Features,1s,1s,3,4,3,1,full,,,,,,,,,,,
Relevant Features,1s,1s,3,4,3,1,diag,,,,,,,,,,,
Relevant Features,1s,1s,3,4,3,1,spherical,,,,,,,,,,,
Relevant Features,1s,1s,3,4,3,2,full,,,,,,,,,,,
Relevant Features,1s,1s,3,4,3,2,diag,,,,,,,,,,,
Relevant Features,1s,1s,3,4,3,2,spherical,,,,,,,,,,,
Relevant Features,1s,1s,3,4,3,3,full,,,,,,,,,,,
Relevant Features,1s,1s,3,4,3,3,diag,,,,,,,,,,,
Relevant Features,1s,1s,3,4,3,3,spherical,,,,,,,,,,,
Relevant Features,1s,1s,3,4,3,4,full,,,,,,,,,,,
Relevant Features,1s,1s,3,4,3,4,diag,,,,,,,,,,,
Relevant Features,1s,1s,3,4,3,4,spherical,,,,,,,,,,,
Relevant Features,1s,1s,3,4,4,1,full,,,,,,,,,,,
Relevant Features,1s,1s,3,4,4,1,diag,,,,,,,,,,,
Relevant Features,1s,1s,3,4,4,1,spherical,,,,,,,,,,,
Relevant Features,1s,1s,3,4,4,2,full,,,,,,,,,,,
Relevant Features,1s,1s,3,4,4,2,diag,,,,,,,,,,,
Relevant Features,1s,1s,3,4,4,2,spherical,,,,,,,,,,,
Relevant Features,1s,1s,3,4,4,3,full,,,,,,,,,,,
Relevant Features,1s,1s,3,4,4,3,diag,,,,,,,,,,,
Relevant Features,1s,1s,3,4,4,3,spherical,,,,,,,,,,,
Relevant Features,1s,1s,3,4,4,4,full,,,,,,,,,,,
Relevant Features,1s,1s,3,4,4,4,diag,,,,,,,,,,,
Relevant Features,1s,1s,3,4,4,4,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,1,1,1,full,,,,,,,,,,,
Relevant Features,1s,1s,4,1,1,1,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,1,1,1,spherical,0.5064062500000001,0.0161181718693443,0.5520833333333334,0.46875,16.0,80.0,90.0,6.0,0.1666666666666666,0.7272727272727273,0.2711864406779661
Relevant Features,1s,1s,4,1,1,2,full,,,,,,,,,,,
Relevant Features,1s,1s,4,1,1,2,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,1,1,2,spherical,0.5097916666666666,0.0214780451533911,0.5625,0.46875,27.0,69.0,81.0,15.0,0.28125,0.6428571428571429,0.391304347826087
Relevant Features,1s,1s,4,1,1,3,full,,,,,,,,,,,
Relevant Features,1s,1s,4,1,1,3,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,1,1,3,spherical,0.5117708333333333,0.0264306367503277,0.5677083333333334,0.453125,33.0,63.0,76.0,20.0,0.34375,0.6226415094339622,0.4429530201342282
Relevant Features,1s,1s,4,1,1,4,full,,,,,,,,,,,
Relevant Features,1s,1s,4,1,1,4,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,1,1,4,spherical,0.5125520833333334,0.0277960606065509,0.5729166666666666,0.453125,39.0,57.0,71.0,25.0,0.40625,0.609375,0.4875
Relevant Features,1s,1s,4,1,2,1,full,,,,,,,,,,,
Relevant Features,1s,1s,4,1,2,1,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,1,2,1,spherical,0.5091145833333333,0.028578282094368,0.5677083333333334,0.4427083333333333,30.0,66.0,79.0,17.0,0.3125,0.6382978723404256,0.4195804195804196
Relevant Features,1s,1s,4,1,2,2,full,,,,,,,,,,,
Relevant Features,1s,1s,4,1,2,2,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,1,2,2,spherical,0.5165104166666667,0.0278541647188979,0.578125,0.4270833333333333,52.0,44.0,59.0,37.0,0.5416666666666666,0.5842696629213483,0.5621621621621622
Relevant Features,1s,1s,4,1,2,3,full,,,,,,,,,,,
Relevant Features,1s,1s,4,1,2,3,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,1,2,3,spherical,0.50359375,0.0305715857177643,0.5833333333333334,0.4166666666666667,59.0,37.0,53.0,43.0,0.6145833333333334,0.5784313725490197,0.595959595959596
Relevant Features,1s,1s,4,1,2,4,full,,,,,,,,,,,
Relevant Features,1s,1s,4,1,2,4,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,1,2,4,spherical,0.5030729166666666,0.0309104381501127,0.5833333333333334,0.4322916666666667,63.0,33.0,49.0,47.0,0.65625,0.5727272727272728,0.6116504854368932
Relevant Features,1s,1s,4,1,3,1,full,,,,,,,,,,,
Relevant Features,1s,1s,4,1,3,1,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,1,3,1,spherical,0.5068229166666667,0.0328966760895847,0.5989583333333334,0.4270833333333333,46.0,50.0,69.0,27.0,0.4791666666666667,0.6301369863013698,0.5443786982248521
Relevant Features,1s,1s,4,1,3,2,full,,,,,,,,,,,
Relevant Features,1s,1s,4,1,3,2,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,1,3,2,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,1,3,3,full,,,,,,,,,,,
Relevant Features,1s,1s,4,1,3,3,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,1,3,3,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,1,3,4,full,,,,,,,,,,,
Relevant Features,1s,1s,4,1,3,4,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,1,3,4,spherical,0.5006770833333333,0.0252982963407233,0.5625,0.4427083333333333,71.0,25.0,37.0,59.0,0.7395833333333334,0.5461538461538461,0.6283185840707964
Relevant Features,1s,1s,4,1,4,1,full,,,,,,,,,,,
Relevant Features,1s,1s,4,1,4,1,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,1,4,1,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,1,4,2,full,,,,,,,,,,,
Relevant Features,1s,1s,4,1,4,2,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,1,4,2,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,1,4,3,full,,,,,,,,,,,
Relevant Features,1s,1s,4,1,4,3,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,1,4,3,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,1,4,4,full,,,,,,,,,,,
Relevant Features,1s,1s,4,1,4,4,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,1,4,4,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,2,1,1,full,,,,,,,,,,,
Relevant Features,1s,1s,4,2,1,1,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,2,1,1,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,2,1,2,full,,,,,,,,,,,
Relevant Features,1s,1s,4,2,1,2,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,2,1,2,spherical,0.50453125,0.0179918329996557,0.5625,0.4583333333333333,20.0,76.0,88.0,8.0,0.2083333333333333,0.7142857142857143,0.3225806451612903
Relevant Features,1s,1s,4,2,1,3,full,,,,,,,,,,,
Relevant Features,1s,1s,4,2,1,3,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,2,1,3,spherical,0.5138541666666667,0.0242645735847552,0.5677083333333334,0.4635416666666667,24.0,72.0,85.0,11.0,0.25,0.6857142857142857,0.366412213740458
Relevant Features,1s,1s,4,2,1,4,full,,,,,,,,,,,
Relevant Features,1s,1s,4,2,1,4,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,2,1,4,spherical,0.5197395833333334,0.0272161706266033,0.59375,0.4583333333333333,32.0,64.0,82.0,14.0,0.3333333333333333,0.6956521739130435,0.4507042253521127
Relevant Features,1s,1s,4,2,2,1,full,,,,,,,,,,,
Relevant Features,1s,1s,4,2,2,1,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,2,2,1,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,2,2,2,full,,,,,,,,,,,
Relevant Features,1s,1s,4,2,2,2,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,2,2,2,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,2,2,3,full,,,,,,,,,,,
Relevant Features,1s,1s,4,2,2,3,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,2,2,3,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,2,2,4,full,,,,,,,,,,,
Relevant Features,1s,1s,4,2,2,4,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,2,2,4,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,2,3,1,full,,,,,,,,,,,
Relevant Features,1s,1s,4,2,3,1,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,2,3,1,spherical,0.5203125,0.0263985956197378,0.6041666666666666,0.46875,32.0,64.0,84.0,12.0,0.3333333333333333,0.7272727272727273,0.4571428571428572
Relevant Features,1s,1s,4,2,3,2,full,,,,,,,,,,,
Relevant Features,1s,1s,4,2,3,2,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,2,3,2,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,2,3,3,full,,,,,,,,,,,
Relevant Features,1s,1s,4,2,3,3,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,2,3,3,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,2,3,4,full,,,,,,,,,,,
Relevant Features,1s,1s,4,2,3,4,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,2,3,4,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,2,4,1,full,,,,,,,,,,,
Relevant Features,1s,1s,4,2,4,1,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,2,4,1,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,2,4,2,full,,,,,,,,,,,
Relevant Features,1s,1s,4,2,4,2,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,2,4,2,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,2,4,3,full,,,,,,,,,,,
Relevant Features,1s,1s,4,2,4,3,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,2,4,3,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,2,4,4,full,,,,,,,,,,,
Relevant Features,1s,1s,4,2,4,4,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,2,4,4,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,3,1,1,full,,,,,,,,,,,
Relevant Features,1s,1s,4,3,1,1,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,3,1,1,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,3,1,2,full,,,,,,,,,,,
Relevant Features,1s,1s,4,3,1,2,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,3,1,2,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,3,1,3,full,,,,,,,,,,,
Relevant Features,1s,1s,4,3,1,3,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,3,1,3,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,3,1,4,full,,,,,,,,,,,
Relevant Features,1s,1s,4,3,1,4,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,3,1,4,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,3,2,1,full,,,,,,,,,,,
Relevant Features,1s,1s,4,3,2,1,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,3,2,1,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,3,2,2,full,,,,,,,,,,,
Relevant Features,1s,1s,4,3,2,2,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,3,2,2,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,3,2,3,full,,,,,,,,,,,
Relevant Features,1s,1s,4,3,2,3,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,3,2,3,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,3,2,4,full,,,,,,,,,,,
Relevant Features,1s,1s,4,3,2,4,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,3,2,4,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,3,3,1,full,,,,,,,,,,,
Relevant Features,1s,1s,4,3,3,1,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,3,3,1,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,3,3,2,full,,,,,,,,,,,
Relevant Features,1s,1s,4,3,3,2,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,3,3,2,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,3,3,3,full,,,,,,,,,,,
Relevant Features,1s,1s,4,3,3,3,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,3,3,3,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,3,3,4,full,,,,,,,,,,,
Relevant Features,1s,1s,4,3,3,4,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,3,3,4,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,3,4,1,full,,,,,,,,,,,
Relevant Features,1s,1s,4,3,4,1,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,3,4,1,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,3,4,2,full,,,,,,,,,,,
Relevant Features,1s,1s,4,3,4,2,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,3,4,2,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,3,4,3,full,,,,,,,,,,,
Relevant Features,1s,1s,4,3,4,3,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,3,4,3,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,3,4,4,full,,,,,,,,,,,
Relevant Features,1s,1s,4,3,4,4,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,3,4,4,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,4,1,1,full,,,,,,,,,,,
Relevant Features,1s,1s,4,4,1,1,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,4,1,1,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,4,1,2,full,,,,,,,,,,,
Relevant Features,1s,1s,4,4,1,2,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,4,1,2,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,4,1,3,full,,,,,,,,,,,
Relevant Features,1s,1s,4,4,1,3,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,4,1,3,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,4,1,4,full,,,,,,,,,,,
Relevant Features,1s,1s,4,4,1,4,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,4,1,4,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,4,2,1,full,,,,,,,,,,,
Relevant Features,1s,1s,4,4,2,1,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,4,2,1,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,4,2,2,full,,,,,,,,,,,
Relevant Features,1s,1s,4,4,2,2,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,4,2,2,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,4,2,3,full,,,,,,,,,,,
Relevant Features,1s,1s,4,4,2,3,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,4,2,3,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,4,2,4,full,,,,,,,,,,,
Relevant Features,1s,1s,4,4,2,4,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,4,2,4,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,4,3,1,full,,,,,,,,,,,
Relevant Features,1s,1s,4,4,3,1,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,4,3,1,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,4,3,2,full,,,,,,,,,,,
Relevant Features,1s,1s,4,4,3,2,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,4,3,2,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,4,3,3,full,,,,,,,,,,,
Relevant Features,1s,1s,4,4,3,3,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,4,3,3,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,4,3,4,full,,,,,,,,,,,
Relevant Features,1s,1s,4,4,3,4,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,4,3,4,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,4,4,1,full,,,,,,,,,,,
Relevant Features,1s,1s,4,4,4,1,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,4,4,1,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,4,4,2,full,,,,,,,,,,,
Relevant Features,1s,1s,4,4,4,2,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,4,4,2,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,4,4,3,full,,,,,,,,,,,
Relevant Features,1s,1s,4,4,4,3,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,4,4,3,spherical,,,,,,,,,,,
Relevant Features,1s,1s,4,4,4,4,full,,,,,,,,,,,
Relevant Features,1s,1s,4,4,4,4,diag,,,,,,,,,,,
Relevant Features,1s,1s,4,4,4,4,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,1,1,full,0.6603645833333335,0.0308858558147531,0.71875,0.578125,58.0,38.0,80.0,16.0,0.6041666666666666,0.7837837837837838,0.6823529411764706
Relevant Features,1s,500ms,1,1,1,1,diag,0.6661979166666666,0.029765932577151,0.734375,0.5989583333333334,58.0,38.0,83.0,13.0,0.6041666666666666,0.8169014084507042,0.6946107784431137
Relevant Features,1s,500ms,1,1,1,1,spherical,0.5392187500000001,0.0315992205946206,0.6041666666666666,0.453125,48.0,48.0,68.0,28.0,0.5,0.631578947368421,0.5581395348837209
Relevant Features,1s,500ms,1,1,1,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,1,2,diag,0.5,0.0,0.5,0.5,96.0,0.0,0.0,96.0,1.0,0.5,0.6666666666666666
Relevant Features,1s,500ms,1,1,1,2,spherical,0.4917708333333334,0.0256658295994456,0.5572916666666666,0.4322916666666667,78.0,18.0,29.0,67.0,0.8125,0.5379310344827586,0.6473029045643153
Relevant Features,1s,500ms,1,1,1,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,1,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,1,3,spherical,0.4940104166666666,0.0217553149436778,0.5416666666666666,0.4322916666666667,85.0,11.0,19.0,77.0,0.8854166666666666,0.5246913580246914,0.6589147286821705
Relevant Features,1s,500ms,1,1,1,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,1,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,1,4,spherical,0.4948437499999999,0.0168043628335934,0.5416666666666666,0.4635416666666667,95.0,1.0,9.0,87.0,0.9895833333333334,0.521978021978022,0.6834532374100719
Relevant Features,1s,500ms,1,1,2,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,2,1,diag,0.5,0.0,0.5,0.5,96.0,0.0,0.0,96.0,1.0,0.5,0.6666666666666666
Relevant Features,1s,500ms,1,1,2,1,spherical,0.4938020833333333,0.0279284703746065,0.5572916666666666,0.421875,83.0,13.0,24.0,72.0,0.8645833333333334,0.535483870967742,0.6613545816733067
Relevant Features,1s,500ms,1,1,2,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,2,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,2,2,spherical,0.50015625,0.0128732258418932,0.5364583333333334,0.46875,92.0,4.0,11.0,85.0,0.9583333333333334,0.519774011299435,0.6739926739926739
Relevant Features,1s,500ms,1,1,2,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,2,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,2,3,spherical,0.4993749999999999,0.0117223374138626,0.5260416666666666,0.4739583333333333,94.0,2.0,7.0,89.0,0.9791666666666666,0.5136612021857924,0.6738351254480287
Relevant Features,1s,500ms,1,1,2,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,2,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,2,4,spherical,0.4981770833333334,0.0105557126039121,0.5260416666666666,0.46875,96.0,0.0,5.0,91.0,1.0,0.5133689839572193,0.6784452296819788
Relevant Features,1s,500ms,1,1,3,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,3,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,3,1,spherical,0.4910416666666666,0.020625,0.53125,0.4166666666666667,91.0,5.0,11.0,85.0,0.9479166666666666,0.5170454545454546,0.6691176470588236
Relevant Features,1s,500ms,1,1,3,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,3,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,3,2,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,3,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,3,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,3,3,spherical,0.5000520833333334,0.0092730275961312,0.5208333333333334,0.4739583333333333,96.0,0.0,4.0,92.0,1.0,0.5106382978723404,0.676056338028169
Relevant Features,1s,500ms,1,1,3,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,3,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,3,4,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,4,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,4,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,4,1,spherical,0.5004166666666666,0.0114032768195033,0.5260416666666666,0.4739583333333333,95.0,1.0,6.0,90.0,0.9895833333333334,0.5135135135135135,0.6761565836298932
Relevant Features,1s,500ms,1,1,4,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,4,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,4,2,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,4,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,4,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,4,3,spherical,0.5004166666666667,0.0083554394292314,0.515625,0.4739583333333333,96.0,0.0,3.0,93.0,1.0,0.5079365079365079,0.6736842105263158
Relevant Features,1s,500ms,1,1,4,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,4,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,1,4,4,spherical,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,1,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,1,1,diag,0.5019270833333334,0.0100631415858264,0.5729166666666666,0.4947916666666667,18.0,78.0,92.0,4.0,0.1875,0.8181818181818182,0.3050847457627118
Relevant Features,1s,500ms,1,2,1,1,spherical,0.5152604166666667,0.0238704797749752,0.5729166666666666,0.4635416666666667,28.0,68.0,82.0,14.0,0.2916666666666667,0.6666666666666666,0.4057971014492754
Relevant Features,1s,500ms,1,2,1,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,1,2,diag,0.4668750000000001,0.0843412998542891,0.7083333333333334,0.296875,89.0,7.0,47.0,49.0,0.9270833333333334,0.644927536231884,0.7606837606837606
Relevant Features,1s,500ms,1,2,1,2,spherical,0.5106250000000001,0.0325753666731303,0.6145833333333334,0.4322916666666667,48.0,48.0,70.0,26.0,0.5,0.6486486486486487,0.5647058823529412
Relevant Features,1s,500ms,1,2,1,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,1,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,1,3,spherical,0.5053645833333331,0.0293655329750665,0.5885416666666666,0.421875,60.0,36.0,53.0,43.0,0.625,0.5825242718446602,0.6030150753768844
Relevant Features,1s,500ms,1,2,1,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,1,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,1,4,spherical,0.5082291666666666,0.027571521577224,0.5677083333333334,0.421875,72.0,24.0,37.0,59.0,0.75,0.549618320610687,0.6343612334801763
Relevant Features,1s,500ms,1,2,2,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,2,1,diag,0.4443229166666666,0.0872817684075785,0.6770833333333334,0.2760416666666667,85.0,11.0,45.0,51.0,0.8854166666666666,0.625,0.7327586206896552
Relevant Features,1s,500ms,1,2,2,1,spherical,0.5099479166666666,0.0304239342773041,0.6197916666666666,0.4375,62.0,34.0,57.0,39.0,0.6458333333333334,0.6138613861386139,0.6294416243654822
Relevant Features,1s,500ms,1,2,2,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,2,2,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,2,2,spherical,0.5007291666666667,0.0223657744016015,0.5677083333333334,0.4375,79.0,17.0,30.0,66.0,0.8229166666666666,0.5448275862068965,0.6556016597510373
Relevant Features,1s,500ms,1,2,2,3,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,2,3,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,2,3,spherical,0.4965625000000001,0.0187097368627199,0.546875,0.4583333333333333,86.0,10.0,19.0,77.0,0.8958333333333334,0.5276073619631901,0.6640926640926641
Relevant Features,1s,500ms,1,2,2,4,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,2,4,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,2,4,spherical,0.4938541666666666,0.0154570838443809,0.5260416666666666,0.4479166666666667,92.0,4.0,9.0,87.0,0.9583333333333334,0.5139664804469274,0.6690909090909091
Relevant Features,1s,500ms,1,2,3,1,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,3,1,diag,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,3,1,spherical,0.5002604166666668,0.0327783800777407,0.59375,0.40625,72.0,24.0,42.0,54.0,0.75,0.5714285714285714,0.6486486486486486
Relevant Features,1s,500ms,1,2,3,2,full,,,,,,,,,,,
Relevant Features,1s,500ms,1,2,3,2,diag,,,,,,,,,,,
