TOT,Latent Space,Jump,Components Slow,Mixtures Slow,Components Fast,Mixtures Fast,Covariance,Mean Accuracy,Standard Deviation,Max Accuracy,Min Accuracy,True Positives,False Positives,True Negatives,False Negatives,Precision,Recall,F1 Score
3,True,1s,1,2,2,1,diag,0.5403125,0.0352448343831325,0.6197916666666666,0.4479166666666667,54.0,42.0,65.0,31.0,0.5625,0.6352941176470588,0.5966850828729281
3,True,1s,1,2,2,1,spherical,0.5775520833333334,0.0319105109245414,0.6510416666666666,0.5,64.0,32.0,61.0,35.0,0.6666666666666666,0.6464646464646465,0.6564102564102564
3,True,1s,1,2,2,2,full,0.4747395833333332,0.0149030249248171,0.5208333333333334,0.4322916666666667,94.0,2.0,6.0,90.0,0.9791666666666666,0.5108695652173914,0.6714285714285714
3,True,1s,1,2,2,2,diag,0.4931770833333332,0.0200191829661438,0.5520833333333334,0.4270833333333333,86.0,10.0,20.0,76.0,0.8958333333333334,0.5308641975308642,0.6666666666666666
3,True,1s,1,2,2,2,spherical,0.5329166666666666,0.0210132853148245,0.5885416666666666,0.4739583333333333,91.0,5.0,22.0,74.0,0.9479166666666666,0.5515151515151515,0.6973180076628351
3,True,1s,1,2,2,3,full,0.4804687499999999,0.0111067021417375,0.5052083333333334,0.453125,94.0,2.0,3.0,93.0,0.9791666666666666,0.5026737967914439,0.6643109540636042
3,True,1s,1,2,2,3,diag,0.4926041666666667,0.0152770280750398,0.5260416666666666,0.4375,92.0,4.0,9.0,87.0,0.9583333333333334,0.5139664804469274,0.6690909090909091
3,True,1s,1,2,2,3,spherical,0.5154166666666666,0.0196253980851344,0.5677083333333334,0.4583333333333333,90.0,6.0,19.0,77.0,0.9375,0.5389221556886228,0.6844106463878328
3,True,1s,1,2,2,4,full,0.4829166666666665,0.0109022248621299,0.5104166666666666,0.4583333333333333,96.0,0.0,2.0,94.0,1.0,0.5052631578947369,0.6713286713286714
3,True,1s,1,2,2,4,diag,0.4985416666666666,0.0130537084981837,0.5364583333333334,0.4583333333333333,95.0,1.0,8.0,88.0,0.9895833333333334,0.5191256830601093,0.6810035842293908
3,True,1s,1,2,2,4,spherical,0.5111979166666667,0.0175911410143714,0.5677083333333334,0.4635416666666667,92.0,4.0,17.0,79.0,0.9583333333333334,0.5380116959064327,0.6891385767790262
3,True,1s,1,2,3,1,full,0.46328125,0.0207599619451789,0.546875,0.4166666666666667,69.0,27.0,36.0,60.0,0.71875,0.5348837209302325,0.6133333333333333
3,True,1s,1,2,3,1,diag,0.4972395833333332,0.0315304688263546,0.5833333333333334,0.4322916666666667,76.0,20.0,36.0,60.0,0.7916666666666666,0.5588235294117647,0.6551724137931034
3,True,1s,1,2,3,1,spherical,0.5261458333333334,0.0234892946212855,0.5885416666666666,0.46875,82.0,14.0,31.0,65.0,0.8541666666666666,0.5578231292517006,0.6748971193415637
3,True,1s,1,2,3,2,full,0.4819270833333333,0.0112782967818111,0.5052083333333334,0.4427083333333333,95.0,1.0,2.0,94.0,0.9895833333333334,0.5026455026455027,0.6666666666666667
3,True,1s,1,2,3,2,diag,0.4906770833333332,0.0152435202251371,0.5364583333333334,0.4479166666666667,94.0,2.0,9.0,87.0,0.9791666666666666,0.5193370165745856,0.6787003610108302
3,True,1s,1,2,3,2,spherical,0.5179687500000001,0.0187119840304059,0.5625,0.4791666666666667,90.0,6.0,18.0,78.0,0.9375,0.5357142857142857,0.6818181818181818
3,True,1s,1,2,3,3,full,0.4828125,0.0117274273429142,0.5104166666666666,0.453125,96.0,0.0,2.0,94.0,1.0,0.5052631578947369,0.6713286713286714
3,True,1s,1,2,3,3,diag,0.4974479166666666,0.0115876930869085,0.5260416666666666,0.4739583333333333,96.0,0.0,5.0,91.0,1.0,0.5133689839572193,0.6784452296819788
3,True,1s,1,2,3,3,spherical,0.509375,0.0170687183418478,0.5625,0.4635416666666667,94.0,2.0,14.0,82.0,0.9791666666666666,0.5340909090909091,0.6911764705882353
3,True,1s,1,2,3,4,full,,,,,,,,,,,
3,True,1s,1,2,3,4,diag,0.4983333333333333,0.0093715271345354,0.5208333333333334,0.46875,96.0,0.0,4.0,92.0,1.0,0.5106382978723404,0.676056338028169
3,True,1s,1,2,3,4,spherical,0.50375,0.0169743730452048,0.5416666666666666,0.46875,92.0,4.0,12.0,84.0,0.9583333333333334,0.5227272727272727,0.6764705882352942
3,True,1s,1,2,4,1,full,0.47703125,0.014970583858901,0.5208333333333334,0.4427083333333333,89.0,7.0,11.0,85.0,0.9270833333333334,0.5114942528735632,0.6592592592592592
3,True,1s,1,2,4,1,diag,0.4870833333333333,0.0207351854746145,0.5416666666666666,0.421875,87.0,9.0,17.0,79.0,0.90625,0.5240963855421686,0.6641221374045803
3,True,1s,1,2,4,1,spherical,0.5284895833333334,0.0196741991004222,0.5677083333333334,0.484375,87.0,9.0,22.0,74.0,0.90625,0.5403726708074534,0.6770428015564203
3,True,1s,1,2,4,2,full,0.4829166666666666,0.0111482668682924,0.5104166666666666,0.453125,94.0,2.0,4.0,92.0,0.9791666666666666,0.5053763440860215,0.6666666666666667
3,True,1s,1,2,4,2,diag,0.5001041666666667,0.0118535075973785,0.53125,0.46875,95.0,1.0,7.0,89.0,0.9895833333333334,0.5163043478260869,0.6785714285714284
3,True,1s,1,2,4,2,spherical,0.5059375,0.0162215964372259,0.5572916666666666,0.46875,90.0,6.0,17.0,79.0,0.9375,0.5325443786982249,0.679245283018868
3,True,1s,1,2,4,3,full,,,,,,,,,,,
3,True,1s,1,2,4,3,diag,0.4978645833333334,0.0091434068060451,0.515625,0.4739583333333333,95.0,1.0,4.0,92.0,0.9895833333333334,0.5080213903743316,0.6713780918727916
3,True,1s,1,2,4,3,spherical,0.4971875,0.0138666923327086,0.5364583333333334,0.4583333333333333,92.0,4.0,11.0,85.0,0.9583333333333334,0.519774011299435,0.6739926739926739
3,True,1s,1,2,4,4,full,,,,,,,,,,,
3,True,1s,1,2,4,4,diag,0.4977083333333333,0.0081463394983404,0.5104166666666666,0.4739583333333333,96.0,0.0,2.0,94.0,1.0,0.5052631578947369,0.6713286713286714
3,True,1s,1,2,4,4,spherical,0.50265625,0.0109373759913604,0.53125,0.4791666666666667,96.0,0.0,6.0,90.0,1.0,0.5161290322580645,0.6808510638297872
3,True,1s,1,3,1,1,full,0.5006249999999999,0.0069206188507804,0.5208333333333334,0.484375,4.0,92.0,96.0,0.0,0.0416666666666666,1.0,0.0799999999999999
3,True,1s,1,3,1,1,diag,0.5115625,0.0122717883046622,0.5520833333333334,0.4791666666666667,12.0,84.0,94.0,2.0,0.125,0.8571428571428571,0.2181818181818181
3,True,1s,1,3,1,1,spherical,0.5045833333333334,0.0206670446874029,0.546875,0.4375,15.0,81.0,90.0,6.0,0.15625,0.7142857142857143,0.2564102564102564
3,True,1s,1,3,1,2,full,0.5218229166666667,0.0216468133199721,0.5833333333333334,0.4635416666666667,26.0,70.0,86.0,10.0,0.2708333333333333,0.7222222222222222,0.3939393939393938
3,True,1s,1,3,1,2,diag,0.5442708333333333,0.0269175615821303,0.5989583333333334,0.453125,27.0,69.0,88.0,8.0,0.28125,0.7714285714285715,0.4122137404580153
3,True,1s,1,3,1,2,spherical,0.5169791666666667,0.0221292270757977,0.5885416666666666,0.4427083333333333,29.0,67.0,84.0,12.0,0.3020833333333333,0.7073170731707317,0.4233576642335767
3,True,1s,1,3,1,3,full,0.4858333333333333,0.0342728912755969,0.5729166666666666,0.40625,55.0,41.0,55.0,41.0,0.5729166666666666,0.5729166666666666,0.5729166666666666
3,True,1s,1,3,1,3,diag,0.5554166666666667,0.0325303677567421,0.625,0.46875,45.0,51.0,75.0,21.0,0.46875,0.6818181818181818,0.5555555555555556
3,True,1s,1,3,1,3,spherical,0.5427604166666665,0.02877617128553,0.609375,0.484375,58.0,38.0,59.0,37.0,0.6041666666666666,0.6105263157894737,0.6073298429319371
3,True,1s,1,3,1,4,full,0.46,0.0323074558173324,0.5364583333333334,0.375,63.0,33.0,40.0,56.0,0.65625,0.5294117647058824,0.586046511627907
3,True,1s,1,3,1,4,diag,0.524375,0.031816735965526,0.59375,0.453125,71.0,25.0,43.0,53.0,0.7395833333333334,0.5725806451612904,0.6454545454545455
3,True,1s,1,3,1,4,spherical,0.51140625,0.0254803569325416,0.5729166666666666,0.4479166666666667,86.0,10.0,24.0,72.0,0.8958333333333334,0.5443037974683544,0.6771653543307087
3,True,1s,1,3,2,1,full,0.5177083333333333,0.0232340708574952,0.5729166666666666,0.4479166666666667,25.0,71.0,85.0,11.0,0.2604166666666667,0.6944444444444444,0.3787878787878788
3,True,1s,1,3,2,1,diag,0.5438541666666666,0.0351489575770036,0.6041666666666666,0.4427083333333333,27.0,69.0,89.0,7.0,0.28125,0.7941176470588235,0.4153846153846154
3,True,1s,1,3,2,1,spherical,0.5096875,0.0231055191969605,0.5729166666666666,0.4322916666666667,31.0,65.0,79.0,17.0,0.3229166666666667,0.6458333333333334,0.4305555555555556
3,True,1s,1,3,2,2,full,0.4505729166666666,0.0301408639505821,0.5104166666666666,0.3854166666666667,68.0,28.0,30.0,66.0,0.7083333333333334,0.5074626865671642,0.591304347826087
3,True,1s,1,3,2,2,diag,0.5179166666666667,0.0312614562334087,0.609375,0.453125,79.0,17.0,38.0,58.0,0.8229166666666666,0.5766423357664233,0.6781115879828326
3,True,1s,1,3,2,2,spherical,0.5092708333333333,0.0238286799798757,0.5625,0.453125,89.0,7.0,19.0,77.0,0.9270833333333334,0.536144578313253,0.6793893129770993
3,True,1s,1,3,2,3,full,0.4630208333333334,0.018929981088944,0.5,0.4010416666666667,92.0,4.0,4.0,92.0,0.9583333333333334,0.5,0.6571428571428571
3,True,1s,1,3,2,3,diag,0.5063020833333334,0.0232958101375607,0.5520833333333334,0.453125,81.0,15.0,25.0,71.0,0.84375,0.5328947368421053,0.6532258064516129
3,True,1s,1,3,2,3,spherical,0.5005729166666667,0.0212573389083694,0.546875,0.4583333333333333,93.0,3.0,12.0,84.0,0.96875,0.5254237288135594,0.6813186813186813
3,True,1s,1,3,2,4,full,0.4731770833333333,0.0148483180105712,0.5,0.4322916666666667,95.0,1.0,1.0,95.0,0.9895833333333334,0.5,0.6643356643356643
